t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm
00:04,11.32,1.656,18.747,1784,508.4164747,484.4783974,0.95,291.7,53.5,35.3,37.1,8.01,2.3,106
00:10,10.53,2.121,22.326,1989,575.8812915,575.0862012,1,376.4,68.3,37.5,37.5,9.07,2.6,105
00:14,14.25,1.406,20.038,1266,483.8800461,476.0189084,0.98,252.5,41.8,39.3,40,7.62,2.2,105
00:18,14.42,1.256,18.115,1127,434.128653,424.0296539,0.98,225.9,36.8,39.4,40.3,6.84,2,103
00:22,17.54,1.324,23.228,1401,549.6017421,545.2361176,0.99,238.5,38.9,40,40.3,8.66,2.5,103
00:26,14.25,1.948,27.762,1426,675.4963726,697.4701658,1.03,348.8,61.2,39.6,38.4,10.64,3,103
00:30,13.48,1.679,22.638,1819,478.5781911,514.695845,1.08,306.9,47.8,45.3,42.1,7.54,2.2,106
00:34,16.09,1.151,18.515,1147,356.9612016,382.2721386,1.07,213.1,29.8,48.7,45.5,5.62,1.6,106
00:38,12.9,1.458,18.813,1346,387.4875393,426.5969184,1.1,267.3,41.4,46.2,42,6.1,1.7,104
00:43,15.11,1.184,17.894,1080,359.9411377,389.606348,1.08,217.9,32.3,46.8,43.2,5.67,1.6,104
00:47,13.25,2.007,26.583,1688,572.7168576,638.3104651,1.11,365.4,60.3,44.8,40.2,9.02,2.6,103
00:50,17.8,2.176,38.742,1197,851.0298835,942.1340153,1.11,395.1,66.2,44.1,39.8,13.4,3.8,105
00:53,25.42,0.394,10.017,1292,62.1269433,66.7701659,1.07,79.4,3.4,132.6,123.4,0.98,0.3,105
00:58,13.42,1.163,15.611,1131,281.8267044,317.8542932,1.13,216.8,29.7,52.1,46.2,4.44,1.3,103
01:02,14.18,1.033,14.652,951,285.7032394,304.3095162,1.07,191,26.9,47.8,44.9,4.5,1.3,106
01:07,10.49,0.389,4.08,408,64.0360825,63.2480724,0.99,73.9,7.6,52.3,52.9,1.01,0.3,99
01:11,15.83,1.374,21.752,1117,582.494226,536.6131827,0.92,242.9,42.4,35.4,38.5,9.17,2.6,105
01:14,17.8,1.214,21.614,1245,537.8749404,489.0493444,0.91,217.5,34.4,37.9,41.6,8.47,2.4,109
01:17,20,1.133,22.66,1049,540.1376255,493.1961218,0.91,204.4,30.9,39.4,43.1,8.51,2.4,109
01:21,18.75,0.821,15.394,719,333.7433606,301.7729037,0.9,150.3,20.2,42.2,46.7,5.26,1.5,109
01:25,12.68,1.704,21.615,1620,542.2658128,521.0904712,0.96,304.3,51.4,38.2,39.8,8.54,2.4,108
01:30,13.64,1.497,20.414,1378,488.9148952,476.0447454,0.97,269.3,43.7,39.8,40.9,7.7,2.2,106
01:35,11.28,1.756,19.805,1036,530.7785824,518.8360461,0.98,309.7,57.5,35.8,36.6,8.36,2.4,104
01:39,13.7,1.076,14.74,1279,344.1765191,316.9793216,0.92,194.7,29,40,43.5,5.42,1.5,111
01:42,27.27,0.57,15.545,532,317.6401604,277.6978343,0.87,105.3,12.8,42.9,49.1,5,1.4,111
01:44,31.91,0.237,7.564,127,178.0845942,155.2243431,0.87,42.9,6.1,29.9,34.3,2.8,0.8,111
01:46,25.1,0.281,7.054,279,113.9807712,95.309107,0.84,53.4,4.8,46.5,55.6,1.79,0.5,111
01:50,13.73,1.537,21.103,1288,628.2272232,538.0439771,0.86,266.9,49,32.1,37.4,9.89,2.8,109
01:53,18.4,0.393,7.233,33,278.9785774,239.1384534,0.86,64.1,16.2,21.3,24.9,4.39,1.3,109
01:56,20.34,2.643,53.756,1316,2010.641068,1642.995812,0.82,435.8,100.8,26,31.9,31.66,9,110
01:59,24.59,1.243,30.566,2734,522.3853149,515.905896,0.99,234,26.4,55.2,55.9,8.23,2.4,112
02:02,21.28,0.897,19.085,781,356.898815,367.7821567,1.03,166.9,21.7,49.3,47.8,5.62,1.6,108
02:05,16.22,1.289,20.903,1148,427.1835441,443.7483571,1.04,237,34.3,46.3,44.5,6.73,1.9,109
02:11,10.54,2.543,26.815,2460,546.9616616,620.8058979,1.14,466.4,73.7,47.7,42,8.61,2.5,111
02:15,15.19,1.063,16.147,951,337.0776387,354.0293953,1.05,194.8,29.2,44.7,42.6,5.31,1.5,111
02:19,16.95,0.955,16.186,887,364.5004412,359.9232278,0.99,173.4,26.6,41.2,41.7,5.74,1.6,107
02:24,12.07,1.645,19.859,1501,489.7030198,495.1903494,1.01,294.1,51.3,38.8,38.4,7.71,2.2,107
02:28,13.73,1.09,14.966,1025,346.0249635,336.554801,0.97,197.2,30.7,40.5,41.6,5.45,1.6,107
02:31,20.98,1.557,32.664,980,863.3831468,820.3188819,0.95,275.6,48.9,36.1,38,13.6,3.9,107
02:34,17.49,0.936,16.373,1110,354.7440549,338.9818356,0.96,171.1,24.3,42.7,44.7,5.59,1.6,109
02:39,16.35,0.752,12.294,691,265.5918113,248.9301287,0.94,137.6,19.1,42,44.8,4.18,1.2,109
02:41,18.75,0.497,9.319,421,208.4369254,179.2105818,0.86,90.7,12,38.4,44.7,3.28,0.9,108
02:45,15.67,1.247,19.535,935,544.9722137,487.2380822,0.89,219,38.9,33.8,37.8,8.58,2.5,106
02:47,23.08,0.706,16.292,837,384.8132539,329.2758543,0.86,127.8,17.9,38.1,44.6,6.06,1.7,103
02:51,20.83,0.861,17.938,884,450.8028087,385.6439971,0.86,154.3,23.2,36.6,42.7,7.1,2,101
02:55,13.07,0.73,9.542,657,232.359072,199.1208423,0.86,131.5,19.1,37.1,43.3,3.66,1,102
02:59,15.04,1.406,21.143,990,668.7647721,567.999911,0.85,241.1,47.2,30,35.4,10.53,3,104
03:02,18.52,0.449,8.315,676,159.5119632,133.7894006,0.84,83.7,9.1,44,52.5,2.51,0.7,104
03:06,15.38,1.521,23.4,1609,646.2641989,561.850442,0.87,267.9,45.7,34.5,39.7,10.18,2.9,106
03:08,33.71,1,33.708,605,862.5958953,758.9564554,0.88,178.5,28.2,36.3,41.3,13.58,3.9,106
03:09,57.14,0.073,4.171,191,25.6670673,31.0491457,1.21,14.7,0.7,6.7,5.5,0.4,0.1,107
03:11,28.57,0.806,23.029,490,608.1774913,499.3002128,0.82,143.4,21.9,34.6,42.1,9.58,2.7,109
03:13,28.71,0.35,10.048,954,117.7865376,94.3957606,0.8,68.4,4.2,68.2,85.2,1.85,0.5,110
03:16,18.29,1.68,30.732,117,1099.815927,964.9068673,0.88,279.3,65.8,26.8,30.5,17.32,4.9,107
03:19,20.98,1.91,40.07,2467,954.5555859,945.3746777,0.99,343.7,56.4,40.4,40.8,15.03,4.3,111
03:21,28.85,1.095,31.587,1241,650.5121249,643.9637399,0.99,201.4,28,45.5,45.9,10.24,2.9,114
03:24,23.81,1.177,28.024,810,650.4769768,642.7440214,0.99,212.7,33.8,40.5,41,10.24,2.9,118
03:29,12.5,1.905,23.812,1839,555.5251062,591.6713041,1.07,343.1,59.2,41.3,38.8,8.75,2.5,124
03:35,9.16,2.811,25.75,2973,534.6388623,629.772347,1.18,513.6,86,47,39.9,8.42,2.4,116
03:39,15.87,1.287,20.429,1239,409.2136497,448.5185692,1.1,236.9,35.4,47.2,43.1,6.44,1.8,110
03:43,14.22,1.068,15.185,1060,293.3990304,312.930988,1.07,197.7,27.6,48.4,45.3,4.62,1.3,113
03:47,15.42,1.407,21.702,1082,461.5111916,493.950585,1.07,257,40.1,44.7,41.7,7.27,2.1,113
03:50,20.83,0.81,16.875,850,303.653471,306.7067561,1.01,151.5,18.5,50.8,50.3,4.78,1.4,114
03:54,15.11,1.485,22.443,1165,500.5917497,519.1092721,1.04,269.6,43,42.7,41.2,7.88,2.3,114
03:58,15.35,1.597,24.506,1360,539.160117,561.3210919,1.04,290.5,45.8,43.5,41.7,8.49,2.4,115
04:01,18.4,1.239,22.804,1450,442.1016366,468.16437,1.06,229.3,31.9,48.7,46,6.96,2,119
04:06,12.27,1.607,19.718,1080,414.6299147,453.7651986,1.09,293.8,46.3,45.5,41.6,6.53,1.9,112
04:10,13.57,2.471,33.543,1068,871.7179418,908.3255961,1.04,437.2,83.6,37.4,35.9,13.73,3.9,112
04:11,56.07,0.938,52.598,1441,805.6157384,845.9250878,1.05,178.4,19,60.4,57.5,12.69,3.6,112
04:13,40.27,0.779,31.369,1205,356.2067751,391.0265201,1.1,151.9,12.3,80.2,73,5.61,1.6,112
04:16,23.9,0.756,18.072,959,227.9785554,251.6642828,1.1,146.2,13.3,71.9,65.2,3.59,1,114
04:18,21.66,1.888,40.895,1049,874.2173412,960.4936455,1.1,344.3,55.5,45,41,13.77,3.9,117
04:20,48.78,0.414,20.195,1270,115.6823317,119.8918343,1.04,83.7,3.2,145.1,140,1.82,0.5,117
04:27,7.84,2.896,22.714,1208,557.0912166,603.7838957,1.08,516.9,96.2,39.8,36.7,8.77,2.5,112
04:29,32.43,1.664,53.968,1493,972.7382751,1041.184674,1.07,310.7,40.3,53.1,49.7,15.32,4.4,116
04:30,53.57,1.224,65.571,1540,857.7006591,985.4737765,1.15,235.8,23.2,72.1,62.7,13.51,3.9,118
04:46,10.1,2.964,29.939,2898,487.3532127,616.2312175,1.26,557.5,76.5,60,47.4,7.67,2.2,115
04:50,13.3,1.231,16.377,1141,301.6828095,335.2147566,1.11,229,31.6,51.2,46.1,4.75,1.4,120
04:53,21.58,0.558,12.043,624,162.807323,169.1645215,1.04,107.4,9.9,64.7,62.3,2.56,0.7,120
04:56,17.54,1.722,30.211,991,697.5868842,726.2942818,1.04,310.9,51.8,41.5,39.9,10.99,3.1,118
04:57,146.34,0.126,18.439,79,167.4657132,314.1183856,1.88,24.7,2.7,48.9,26.1,2.64,0.8,118
04:58,51.72,1.01,52.241,357,1115.17869,1110.036625,1,184.8,26.9,43.6,43.8,17.56,5,118
04:59,70.59,0.873,61.624,1385,746.545669,763.3223338,1.02,169.6,13.7,75.9,74.3,11.76,3.4,118
05:01,31.91,0.757,24.16,1284,278.9859941,297.208123,1.07,147.5,11.8,78.6,73.8,4.39,1.3,117
05:02,63.16,0.087,5.495,105,69.9683751,80.0726022,1.14,16.8,1.6,15.3,13.4,1.1,0.3,117
05:05,18.81,1.446,27.197,1462,476.7244473,524.4111954,1.1,270.7,35,54.3,49.4,7.51,2.1,115
05:10,12.9,2.448,31.587,2086,611.0035784,691.068441,1.13,452.3,67.1,50.2,44.4,9.62,2.7,115
05:12,19.74,1.493,29.467,1157,633.622551,660.280865,1.04,272.5,41.9,44.3,42.5,9.98,2.9,118
05:15,22.47,0.616,13.843,1024,167.3753924,170.2496596,1.02,119.7,9.6,73.3,72.1,2.64,0.8,118
05:18,21.58,0.463,9.993,93,221.147117,225.7679199,1.02,84.2,13.1,38.4,37.6,3.48,1,115
05:21,18.81,0.443,8.332,737,125.7977493,108.5046045,0.86,84.7,7.3,55.8,64.7,1.98,0.6,113
05:25,15.62,1.119,17.484,788,481.4876298,400.5494195,0.83,197.5,32.1,34,40.9,7.58,2.2,112
05:28,19.17,0.721,13.821,908,325.295779,262.5515791,0.81,130.8,17.2,38.4,47.5,5.12,1.5,119
05:31,20.69,0.655,13.552,622,297.9479893,226.8390635,0.76,120.2,13.8,40.6,53.4,4.69,1.3,119
05:31,133.33,0.072,9.6,37,163.7428531,191.2915981,1.17,13.5,1.8,1.6,1.4,2.58,0.7,119
05:34,27.03,0.259,7,110,201.5975588,159.707711,0.79,45.4,7.4,25.3,32,3.17,0.9,115
05:37,15.35,1.099,16.864,377,743.2997963,512.7366418,0.69,174.1,41.7,21.2,30.8,11.71,3.3,113
05:39,34.09,0.585,19.943,1423,398.7255281,266.8480702,0.67,109,9.9,44,65.8,6.28,1.8,112
05:41,34.68,0.365,12.659,402,297.0148833,192.4950074,0.65,66.6,7,34.4,53.2,4.68,1.3,111
05:43,27.65,0.449,12.415,363,326.8973596,217.6471574,0.67,80.4,9.9,32.1,48.1,5.15,1.5,110
05:46,29.27,0.361,10.566,401,243.0420836,153.0017222,0.63,66.1,6.6,35,55.7,3.83,1.1,107
05:50,13.3,2.059,27.392,1785,1057.338662,729.1188061,0.69,339.2,68.5,25,36.3,16.65,4.8,108
05:51,43.48,0.377,16.391,194,519.5739471,343.2546713,0.66,65.2,9.9,25.7,38.9,8.18,2.3,107
05:54,19.61,1.869,36.647,398,1752.942231,1161.540882,0.66,288.6,73.9,20.1,30.4,27.61,7.9,110
05:55,42.25,1.084,45.803,1846,986.5712424,717.4409286,0.73,199.7,21.4,43.4,59.7,15.54,4.4,112
05:59,18.35,1.245,22.844,1571,492.7852846,416.1262229,0.84,228.5,28.5,43.8,51.8,7.76,2.2,114
06:04,10.4,3.169,32.953,2209,862.1150275,842.5130195,0.98,561.4,101.3,37.4,38.2,13.58,3.9,113
06:07,25.32,1.061,26.861,1833,442.7432767,440.3640008,0.99,200.5,21.9,56.7,57,6.97,2,114
06:12,13.64,1.647,22.459,1482,471.4748569,494.1726637,1.05,301.6,45.4,45.6,43.5,7.42,2.1,116
06:15,15.46,0.272,4.206,389,41.1678008,43.7289415,1.06,53.6,3.6,75.9,71.4,0.65,0.2,116
06:16,65.93,0.075,4.945,224,30.8835433,35.7826897,1.16,15.1,0.7,10.7,9.2,0.49,0.1,116
06:19,24.19,0.709,17.153,515,426.3216888,354.9777192,0.83,127.4,18.4,36.3,43.6,6.71,1.9,114
06:21,26.09,0.182,4.748,268,81.7460348,63.9559194,0.78,34.4,3.1,35.7,45.7,1.29,0.4,114
06:24,21.66,0.948,20.534,765,720.6884091,514.3303362,0.71,159.8,29.7,26.4,37,11.35,3.2,110
06:28,15.62,1.213,18.953,1019,800.7004174,535.4153166,0.67,195,42.8,22.3,33.4,12.61,3.6,108
06:31,17.8,0.689,12.267,629,475.0996172,300.2321628,0.63,113.8,21.1,23.2,36.7,7.48,2.1,109
06:32,42.55,1.062,45.191,503,2240.121437,1380.906574,0.62,162.5,40.5,18.8,30.6,35.28,10.1,110
06:34,34.48,0.779,26.862,1343,779.7041937,463.1827127,0.59,137.5,16.9,31.4,52.8,12.28,3.5,112
06:36,29.41,0.422,12.412,371,406.2427066,243.6667686,0.6,72.7,10.4,25.5,42.5,6.4,1.8,111
06:39,18.29,0.939,17.177,802,721.6676695,440.2952898,0.61,151.8,30.1,22,36.1,11.36,3.2,111
06:42,21.43,0.728,15.6,700,645.8597265,385.3589343,0.6,118.3,22.5,21.8,36.6,10.17,2.9,112
